feature_1,feature_2,feature_3,feature_4,segment,channel,target
0.9029086423764556,-1.1317981477446384,0.9676482821552296,-0.11252686880223073,B,web,1
-1.1007065929906403,2.357213681112225,2.5481402304611755,0.4786991587830709,C,web,0
1.017758400129729,3.0333476247392372,1.8531281827662942,0.7122061732311846,A,mobile,0
0.16545167607109829,3.0854967713473522,1.7781808285884375,-0.011138814265899466,B,mobile,0
-1.6120967469619933,-0.25947482154217405,2.2079552604180526,0.9603431380404444,B,api,0
-2.148225806052608,3.4597501479090695,2.0120471949012297,0.5871375731525279,B,web,0
-1.3232000330433742,0.9453482950907576,0.8930555231770274,0.7997617513688766,B,mobile,0
0.9261510511543867,2.421474434838094,1.2269138874998926,-1.5454418976255857,C,web,0
0.5423133382638373,2.4667061994693307,6.07322431013468,-1.5567727879140256,C,web,0
0.3010089712496348,0.5160217030884484,0.7227340671649652,0.17692850958440665,A,api,1
0.9416137845551474,0.8538799216264017,1.1221797780541665,-0.6677524376759211,C,web,1
1.3213565121756057,-1.5168843891576238,2.827572968513978,0.8442693884657748,A,mobile,1
-1.9230089274419946,0.3332151268064061,1.3558704959126262,-0.5030622177440507,A,api,0
0.23861858142601933,-1.0840672946459893,0.9164266615189267,0.4828766086526306,B,api,1
-0.3934975804251414,2.4997714103486293,0.6744186147069016,-0.9110676308693102,A,web,0
-0.8798339733469943,1.8982670656986176,2.057757411262086,0.16256970620235256,C,web,0
-0.05664153367080049,3.2624833105162336,2.750920216347337,0.9217283019235261,B,web,0
0.45255348264687456,2.37046756990291,3.455392792394937,0.8138716170345579,B,web,1
0.2803722521284611,0.7843876502147578,1.540755847523672,-0.573957266916207,C,api,1
-1.14560077612287,2.353921705197364,2.7926548270881746,-0.2509481694633664,C,mobile,0
0.0202205824288737,1.175319818000185,0.8027077171064294,-0.1008526300826944,B,web,1
3.0189994703087626,2.7744987050156356,1.6500619322114105,-0.6353135357481515,B,web,0
-0.6654658128557175,2.304596745263054,0.9935884525545946,-0.24494401539307709,C,mobile,1
-1.424511574197492,0.21828283451583474,1.655831501959745,1.1007505813907126,A,mobile,1
0.9302898832944861,1.8035185274610797,2.340648922125127,0.8634824697952039,C,web,1
1.315953792977845,1.888534474801398,2.834415383603452,-0.7192890364177447,A,mobile,1
1.1568529225142323,1.307662476389756,0.8237042532465542,0.3149897822148655,A,web,1
-0.7436610430158085,3.231850521596508,3.1915041289691186,1.0556417579535404,C,web,1
1.7977139102904962,4.540881441125424,1.1222866547819075,-0.5860574649707226,A,web,0
-0.34239862620701855,1.2116260591205061,0.8061869039191993,0.7757717492713101,B,api,0
-0.7618517450887424,1.2388824270929029,1.3466734849588322,0.6325989317989995,B,mobile,0
-0.13017302781594808,-1.7969010846065625,0.620312660204944,0.8828909513157357,A,mobile,0
0.4695593919351302,1.5937289490658297,1.49592825128976,-1.3637822043420627,B,web,0
1.4569097136773466,1.1021076797206815,1.775039158073709,0.9842741313115528,B,web,1
1.348598190826014,-1.6578866360771765,1.3228360437044746,1.1468996182297349,A,mobile,1
0.5730008747298108,2.261589870737889,2.0579262774316462,-0.9242191946879509,B,mobile,0
1.7194866668147668,2.7456211276559896,1.235148698890099,0.17258923324619846,B,api,0
0.6977874880783763,0.625429220497447,1.4954551626685844,-1.3477082224262853,A,web,1
1.6751806845605595,1.2038202731839114,0.6285130415103197,0.08653651969311271,C,web,1
-1.0846425537710322,0.25362589956453196,1.5305135006408277,0.3839258165754307,B,mobile,0
-1.289008791260549,3.020067400231582,0.8952772391362154,0.48768603503578944,A,web,0
1.530864535939842,-0.6279103863318916,1.1389796734338666,0.799210574972073,C,api,1
-1.068098935351204,1.2987819352988614,1.4102860597720595,-0.778393568770216,B,web,0
0.23817695942953554,4.921715468459642,1.6729467283904063,-1.2753545559100465,A,web,0
0.48227669758148173,1.8825406944189806,0.55543739445064,0.6875141446184787,A,mobile,0
0.014458991214644112,2.548690962577317,0.5838823775544124,-1.5280228460080347,A,mobile,0
0.05581263138146009,1.5653533968927968,1.2446009651853132,-0.9472755277329526,A,web,0
2.271151854213772,-0.07908138677375098,1.9830410755576118,-0.9367041966441916,B,web,1
-2.435521810199639,1.7477259404485985,1.8517753925450284,0.5703999001419175,A,mobile,0
1.6606483616673948,2.4503578819357483,2.548916230392201,-0.3621474486371157,A,web,1
3.3542068113522787,0.16377337632087774,3.256476813432115,0.7457910243446708,B,api,1
0.6283014726792794,2.346582265813195,2.0094478778624785,0.27012829414973627,A,web,0
0.5772302454246987,3.791856046406748,1.4741516002749597,0.7601064557869055,A,web,1
1.4716449547476302,3.511503041663871,0.803422395868259,0.6010785381978256,A,mobile,1
2.794625448681623,-0.7323924479506119,0.8456576521655328,0.8641882936520187,A,api,1
-0.8256587389428033,0.2395526575124487,1.1271560800180043,-0.8268546151576703,A,web,0
0.7052272002662713,-0.7818869155458457,1.751533980004507,-0.604714654247268,B,mobile,1
0.37654017015098695,3.5138483299806413,1.7030850128738682,0.15958483830123726,C,mobile,1
1.2712575322077584,2.776526961241636,1.4956281017535424,0.03213859257156093,C,web,1
0.7910240357154149,2.925024897073217,1.3611996482423145,0.5777296790252504,B,web,1
1.3915837389010561,0.3946395110770029,2.177762018742671,0.6640722617265227,C,api,1
0.09404078169414853,-0.06666553536069819,1.6904579332735319,-0.7460859928897605,C,api,0
0.658802586682225,1.9230523711476561,1.7837325038277985,-1.2612713675293898,B,web,1
-0.20441085648862045,1.961573847838453,1.7951027657911989,0.47568328147063577,C,api,0
-0.19714860441125537,0.43319454240501076,1.0748963370068882,0.32411551204719613,B,web,1
0.4301521911925063,2.0274814165852146,0.8037214600520028,-0.8246842007701931,C,mobile,0
0.42958811390473906,2.8313088811483,2.0030613311182504,-1.4405409308562407,B,web,0
-0.806980490683234,2.1648252457440647,1.915610597069176,-1.5352399455054113,C,mobile,0
2.4840700551705313,0.1369927413077625,1.3073266977643845,-0.9049067955745203,C,mobile,1
0.4378990917365171,-1.5802594584212912,1.1624797515322811,-0.8341431660792782,A,mobile,1
-1.060440915496259,1.3857920847095473,5.853585796709993,-1.019389492481748,C,api,1
1.92184151114507,2.062967857583182,0.9459879703816918,-1.4584338457510235,A,web,1
-0.29793938449338775,1.3838659196628582,1.3092749879473544,-1.1229478723526845,B,web,1
1.2099376016935974,1.1146397815119764,1.7494573022867466,-0.6202038075056835,B,web,1
0.5795796280680497,0.6936876857793832,0.7463666244527702,-1.3416644081040696,C,mobile,0
0.9007394724587487,2.9450208186383104,1.6005408125918603,-1.0215901262078289,A,web,0
0.8052253034177634,1.716200514863178,4.387016891432963,-0.37339650368710386,B,web,1
-0.09020133264314645,1.9971529206016025,2.6125347511344863,0.774620482888492,B,web,0
0.6491355446065696,0.24556220834032283,2.1799898075885342,0.8403116393277417,A,api,1
3.0397104644622335,0.8073253226431533,2.1285835475659067,-0.46585500674392843,B,mobile,1
-2.0851270137999,2.0620766314367156,1.5954862200320934,-1.2474300856060074,B,web,0
0.6791485280192451,0.1913314621523028,2.651262060142397,-0.84624716508381,A,mobile,1
1.1219777671349898,-0.21487836076509104,1.358638289014741,0.2894601669272434,C,web,1
-0.6627258201614737,1.273358397287447,1.1575620031518905,-0.45947419476291085,A,mobile,1
-1.0444176541919434,3.7215532360528947,1.5860166234848136,-0.0030942772589559464,A,api,0
3.190699094805953,2.105522845217489,2.568746309169589,0.463098691052926,B,mobile,0
0.15419551896862532,4.135359213164382,1.8189426203955998,0.24463940091631486,A,mobile,1
3.0947941939232897,1.589563753921737,2.2360778430977954,0.806475711610791,C,api,1
1.2429159723554712,1.303895422626896,0.4428733109865279,-1.3601670878894419,C,mobile,1
0.6913692724345353,-0.42757981550182467,3.052113914738199,-0.7686882257987642,C,mobile,1
1.1711646144581334,0.878040725820475,6.076087797887859,-1.5045441204964403,A,api,1
1.36200653454728,4.096293979464516,3.323247376531916,-0.14084045414149404,C,api,1
2.01558626805252,2.3240804360024367,1.23297264561486,0.1211751313899414,B,mobile,1
1.1229790145963598,2.972993763583421,0.8966712626706235,-0.8889130424281332,A,web,0
0.7735327529402225,2.9281565314442384,1.7620511199031674,-1.4446221158024166,B,mobile,1
0.8115450203205348,1.7847272960492264,0.8251537738316544,-0.30122567587044524,A,web,1
2.2222959864947742,1.4723104214982925,2.30574290281021,-1.1304377885776278,A,web,0
1.5803618905825152,1.990693717091077,1.0884489758874616,-1.0552931396787062,C,mobile,1
-0.6024258639871237,2.8740833449068743,2.654876685122706,-0.5322875411417545,B,mobile,0
-0.16275455671115502,2.532585941612562,3.3779927391953235,1.0461909154611244,C,api,1
0.9968985888928505,2.587155538827092,0.4407175219219549,-0.5919017400398947,B,mobile,0
-0.14750559035961253,2.0466306806722288,1.7783159242870352,0.38587859045389306,A,mobile,0
0.14821557672244556,0.5681057300948005,0.9812100492634573,-0.5570889251625872,B,api,0
-0.5471034980628041,1.3814473267386593,0.6402683048626925,-0.4652764586166749,A,mobile,0
0.2860285685738321,0.29367507809238735,1.0300365125433175,-1.2076997359579396,A,mobile,0
1.1083531681860972,3.407452584898826,1.308183681138194,-1.083139632433483,A,mobile,0
1.7941939396651252,-1.5632702681143893,2.7737836997680105,0.55778326270512,B,web,1
0.6110771379524624,1.4514177353584494,0.5987899801512995,-0.39808985188972135,A,mobile,1
3.089820035533082,5.6195384563810675,2.8024318337447625,-0.8012089516853067,B,web,0
0.5083039351334412,1.2535447196196716,5.007004074607208,1.1637690150089859,C,api,1
4.432107787592495,-0.01565539488974621,2.1349957147808776,0.8588418781675777,C,api,1
1.801982506920457,1.771272144461654,2.0700334153609274,-0.8598860181333088,C,api,1
1.1960669181869448,3.8630021826328527,1.479858432919284,-0.3840603596660461,A,mobile,1
0.0011596271308591533,1.5432793315849842,0.7371055793371901,-0.012591807124711751,C,mobile,0
-2.7893928242855175,2.781358081117093,2.0562756227391756,-1.1347727078920564,B,mobile,0
0.4138420648215959,1.959924782314501,1.8783927491353587,-0.40364784431301204,B,mobile,1
0.81386195323517,1.203403100958603,2.313949363409661,-0.8047196711218036,A,web,1
2.9069438459460337,6.840460578513984,6.967832559313832,0.6688749038293529,A,mobile,1
-1.0556994612300512,1.9138410202218012,2.308662988281875,-1.3352588080815306,B,api,0
2.8870636359838007,0.9405476171348491,1.9259647436626934,1.1759897623281987,A,mobile,1
0.29850671329509965,1.0160266723607743,3.8082082114915803,-0.9404402774321281,C,api,1
1.4688682542065437,2.408919197500828,0.6655579047357792,-0.6727739183666154,B,web,1
-2.4478156986353636,2.4547478409395804,0.7515469739974627,-1.3882863392166689,B,api,0
0.7668364578112983,3.035218580930867,1.1910986351047996,0.9559855491122189,C,api,1
0.18752153528270626,2.025830452828596,1.007067295264888,0.7187035705444922,B,mobile,0
1.4189152921857384,-0.49058907192502077,2.2622502796092387,-1.4106572380643871,A,api,1
0.7094703453081271,2.6510751327421174,1.2331048657725943,-0.12110829167636084,B,mobile,0
-0.7706875456945842,1.3056586577139948,4.237444200499478,-0.5063945531728902,C,mobile,1
1.7363851647468342,1.3422397381331126,3.7145905323736614,0.09698969789114376,A,mobile,1
1.433554487161906,-0.5726567170220103,2.3679926856228968,-0.6594563506082541,A,web,1
1.3161218353551951,0.8823604148059966,1.1834157142907646,1.0775363979761279,B,web,0
1.8106984345529051,0.6370588571269808,2.1601341721450606,-0.989603523864196,C,api,1
1.9211609295011813,1.7416578511142737,2.426950682655315,0.6965624081345156,C,web,1
0.5738259973129107,-0.5254704738857574,0.7866727101297154,-0.8505576325272908,C,mobile,0
-1.029188967322257,1.8810500681877977,1.8390844001677322,0.2184966471741141,C,web,0
-1.061954726578672,1.9989375852522273,2.2788439426343188,-0.4021747811421452,B,mobile,1
2.2197014807825926,0.008371437275153326,1.6987254316082903,-0.1275511367564277,A,api,0
1.4525369269933064,0.8005498139229991,3.82923896377506,-0.13833394227798412,B,mobile,1
0.7224352170515919,0.4279142983340014,3.091009698111453,0.15273747080842504,A,web,0
0.0784220937605088,3.2521831878365046,0.9090552318650689,-1.4096030675384088,C,mobile,0
0.6378685175283183,-2.2452222381443363,1.607514831073748,-1.4335518233023616,A,mobile,1
0.6297530520725511,1.2506802039560017,0.9036477920005302,1.1184686309518326,A,api,1
0.19588955249062562,-0.8568428035872306,2.112207414011003,-0.8914371483801887,C,web,1
-0.23882991222511074,1.109325443160639,0.8866642223958592,-0.6010301524839518,A,web,0
3.197180222985857,3.15478533824582,2.596038846995183,-0.9287672180584934,B,api,1
0.8742719260227149,0.7910219529620146,1.8830392031492735,0.20783930983761634,A,api,1
-0.12696552926713234,2.0214217741181897,2.6711277233260144,1.1549471780527187,C,api,0
-0.9624739630676874,0.44836030359979606,1.3674521035490956,-0.47240079266804,A,mobile,0
-0.2708324036319366,4.9031721715920495,0.622646761052557,-0.7002703381835859,B,mobile,0
